conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,case_folding,tokenize,sentiment
1833454547055878527,Tue Sep 10 10:38:07 +0000 2024,2,@_BangFu Karena rasanya ga mungkin kalau kita puluhan tahun tiap hari nyari pemain bola di luar negeri sana yang keturunan Indonesia atau nyari naturalisasi. Kalo ga ketemu? Yak betul ekspektasi penonton udah kelewat tinggi karena performance yang jangka pendek ini terbilang bagus banget.,1833454903911715126,,ramotgun,in,"Jakarta , Indonesia",0,1,0,https://x.com/ramotgun/status/1833454903911715126,57320702,ramotgun, Karena rasanya ga mungkin kalau kita puluhan tahun tiap hari nyari pemain bola di luar negeri sana yang keturunan Indonesia atau nyari naturalisasi Kalo ga ketemu Yak betul ekspektasi penonton udah kelewat tinggi karena performance yang jangka pendek ini terbilang bagus banget, karena rasanya ga mungkin kalau kita puluhan tahun tiap hari nyari pemain bola di luar negeri sana yang keturunan indonesia atau nyari naturalisasi kalo ga ketemu yak betul ekspektasi penonton udah kelewat tinggi karena performance yang jangka pendek ini terbilang bagus banget,"['karena', 'rasanya', 'ga', 'mungkin', 'kalau', 'kita', 'puluhan', 'tahun', 'tiap', 'hari', 'nyari', 'pemain', 'bola', 'di', 'luar', 'negeri', 'sana', 'yang', 'keturunan', 'indonesia', 'atau', 'nyari', 'naturalisasi', 'kalo', 'ga', 'ketemu', 'yak', 'betul', 'ekspektasi', 'penonton', 'udah', 'kelewat', 'tinggi', 'karena', 'performance', 'yang', 'jangka', 'pendek', 'ini', 'terbilang', 'bagus', 'banget']",2
1833408866262127070,Tue Sep 10 07:35:11 +0000 2024,1,Perbedaan Daftar Pemain Timnas Indonesia Saat Jumpa Australia di Piala Asia 2023 dan Sekarang: 6 Pemain Naturalisasi Baru https://t.co/gQZqjDqFOv,1833408866262127070,,,in,,0,0,0,https://x.com/Bolanet/status/1833408866262127070,85537477,Bolanet,Perbedaan Daftar Pemain Timnas Indonesia Saat Jumpa Australia di Piala Asia  dan Sekarang  Pemain Naturalisasi Baru ,perbedaan daftar pemain timnas indonesia saat jumpa australia di piala asia  dan sekarang  pemain naturalisasi baru ,"['perbedaan', 'daftar', 'pemain', 'timnas', 'indonesia', 'saat', 'jumpa', 'australia', 'di', 'piala', 'asia', 'dan', 'sekarang', 'pemain', 'naturalisasi', 'baru']",2
1833124597681840608,Tue Sep 10 07:02:41 +0000 2024,0,@kurawa @jokowi @prabowo Jilatin sampe tai2nya rud. Sepak bola indonesia enak ditonton krn hampir semua pemain naturalisasi,1833400687537099208,,kurawa,in,,0,0,0,https://x.com/PikiranRayap/status/1833400687537099208,1745117893631852544,PikiranRayap,   Jilatin sampe tainya rud Sepak bola indonesia enak ditonton krn hampir semua pemain naturalisasi,   jilatin sampe tainya rud sepak bola indonesia enak ditonton krn hampir semua pemain naturalisasi,"['jilatin', 'sampe', 'tainya', 'rud', 'sepak', 'bola', 'indonesia', 'enak', 'ditonton', 'krn', 'hampir', 'semua', 'pemain', 'naturalisasi']",1
1833166193274040789,Tue Sep 10 05:37:08 +0000 2024,0,@iyooch @rpratamaaa10 @jagerbombbbbb @_BangFu Biar bisa aboard kan harus dari kecil di bina kan ya perlu liga berjenjang kan? Ga tiba tiba langsung suruh aboard aja ada prosesnya timnas doang yang bagus tapi sepak bola Indonesia keseluruhan belum masalahnya yg pada kritik federasi langsung di polarisasi anti naturalisasi,1833379157545521641,,iyooch,in,,0,2,0,https://x.com/SP27488/status/1833379157545521641,1713799140772356096,SP27488,    Biar bisa aboard kan harus dari kecil di bina kan ya perlu liga berjenjang kan Ga tiba tiba langsung suruh aboard aja ada prosesnya timnas doang yang bagus tapi sepak bola Indonesia keseluruhan belum masalahnya yg pada kritik federasi langsung di polarisasi anti naturalisasi,    biar bisa aboard kan harus dari kecil di bina kan ya perlu liga berjenjang kan ga tiba tiba langsung suruh aboard aja ada prosesnya timnas doang yang bagus tapi sepak bola indonesia keseluruhan belum masalahnya yg pada kritik federasi langsung di polarisasi anti naturalisasi,"['biar', 'bisa', 'aboard', 'kan', 'harus', 'dari', 'kecil', 'di', 'bina', 'kan', 'ya', 'perlu', 'liga', 'berjenjang', 'kan', 'ga', 'tiba', 'tiba', 'langsung', 'suruh', 'aboard', 'aja', 'ada', 'prosesnya', 'timnas', 'doang', 'yang', 'bagus', 'tapi', 'sepak', 'bola', 'indonesia', 'keseluruhan', 'belum', 'masalahnya', 'yg', 'pada', 'kritik', 'federasi', 'langsung', 'di', 'polarisasi', 'anti', 'naturalisasi']",2
1833364053831651662,Tue Sep 10 05:30:29 +0000 2024,9,@indosupporter Pak ingat pak sepak bola kita ini ketolong Ama naturalisasi pak. Keren gimana liga cuma satu gak ada Copa Indonesia liga wanita gak jalan terus pembenahan usia dini gak jelas arahnya..,1833377483665904071,,indosupporter,in,Nusantara,0,1,0,https://x.com/K_Zarathusastra/status/1833377483665904071,2417340300,K_Zarathusastra, Pak ingat pak sepak bola kita ini ketolong Ama naturalisasi pak Keren gimana liga cuma satu gak ada Copa Indonesia liga wanita gak jalan terus pembenahan usia dini gak jelas arahnya, pak ingat pak sepak bola kita ini ketolong ama naturalisasi pak keren gimana liga cuma satu gak ada copa indonesia liga wanita gak jalan terus pembenahan usia dini gak jelas arahnya,"['pak', 'ingat', 'pak', 'sepak', 'bola', 'kita', 'ini', 'ketolong', 'ama', 'naturalisasi', 'pak', 'keren', 'gimana', 'liga', 'cuma', 'satu', 'gak', 'ada', 'copa', 'indonesia', 'liga', 'wanita', 'gak', 'jalan', 'terus', 'pembenahan', 'usia', 'dini', 'gak', 'jelas', 'arahnya']",1
1833317115916652710,Tue Sep 10 01:30:36 +0000 2024,0,Dulu hasil bumi Nusantara diambilin kolonial Belanda sekarang gantian Indonesia naturalisasi pemain sepak bola muda potensial keturunan dari sana.,1833317115916652710,,,in,Indonesia,0,0,0,https://x.com/anggakuz/status/1833317115916652710,60047054,anggakuz,Dulu hasil bumi Nusantara diambilin kolonial Belanda sekarang gantian Indonesia naturalisasi pemain sepak bola muda potensial keturunan dari sana,dulu hasil bumi nusantara diambilin kolonial belanda sekarang gantian indonesia naturalisasi pemain sepak bola muda potensial keturunan dari sana,"['dulu', 'hasil', 'bumi', 'nusantara', 'diambilin', 'kolonial', 'belanda', 'sekarang', 'gantian', 'indonesia', 'naturalisasi', 'pemain', 'sepak', 'bola', 'muda', 'potensial', 'keturunan', 'dari', 'sana']",2
1832994447547867217,Mon Sep 09 23:10:00 +0000 2024,21,@nocontextbolamy sudahlah saudaraku sesama muslim kenapa gara-gara bola kita jadi berantem sih gabaik lohh kalo Indonesia pakai pemain keturunan kenapa emang ya mereka berhak bela Indonesia sebaliknya juga kalo pemain Malaysia ada yg naturalisasi tapi g ad darah Malaysia mereka juga ada hak,1833281732638085315,,nocontextbolamy,in,,0,1,0,https://x.com/SardenKuahhh/status/1833281732638085315,1543584993326223360,SardenKuahhh, sudahlah saudaraku sesama muslim kenapa garagara bola kita jadi berantem sih gabaik lohh kalo Indonesia pakai pemain keturunan kenapa emang ya mereka berhak bela Indonesia sebaliknya juga kalo pemain Malaysia ada yg naturalisasi tapi g ad darah Malaysia mereka juga ada hak, sudahlah saudaraku sesama muslim kenapa garagara bola kita jadi berantem sih gabaik lohh kalo indonesia pakai pemain keturunan kenapa emang ya mereka berhak bela indonesia sebaliknya juga kalo pemain malaysia ada yg naturalisasi tapi g ad darah malaysia mereka juga ada hak,"['sudahlah', 'saudaraku', 'sesama', 'muslim', 'kenapa', 'garagara', 'bola', 'kita', 'jadi', 'berantem', 'sih', 'gabaik', 'lohh', 'kalo', 'indonesia', 'pakai', 'pemain', 'keturunan', 'kenapa', 'emang', 'ya', 'mereka', 'berhak', 'bela', 'indonesia', 'sebaliknya', 'juga', 'kalo', 'pemain', 'malaysia', 'ada', 'yg', 'naturalisasi', 'tapi', 'g', 'ad', 'darah', 'malaysia', 'mereka', 'juga', 'ada', 'hak']",3
1833275495468961923,Mon Sep 09 22:45:13 +0000 2024,0,Indonesia naturalisasi bule buat main bola. Prancis naturalisasi pemain Afrika Australia juga....,1833275495468961923,,,in,NKRI,0,0,0,https://x.com/Zulfan_Hakim/status/1833275495468961923,103752813,Zulfan_Hakim,Indonesia naturalisasi bule buat main bola Prancis naturalisasi pemain Afrika Australia juga,indonesia naturalisasi bule buat main bola prancis naturalisasi pemain afrika australia juga,"['indonesia', 'naturalisasi', 'bule', 'buat', 'main', 'bola', 'prancis', 'naturalisasi', 'pemain', 'afrika', 'australia', 'juga']",3
1832065077413081148,Mon Sep 09 22:23:10 +0000 2024,0,@erickthohir @PSSI Nanti setelah Naturalisasi genap mulai dari pemain inti dan cadangan giliran pssi naturalisasi wasit untuk mewakili indonesia di kancah sepak bola internasional saudara saudara,1833269948887810492,,erickthohir,in,,0,0,0,https://x.com/Madara_26/status/1833269948887810492,1749449966635077632,Madara_26,  Nanti setelah Naturalisasi genap mulai dari pemain inti dan cadangan giliran pssi naturalisasi wasit untuk mewakili indonesia di kancah sepak bola internasional saudara saudara,  nanti setelah naturalisasi genap mulai dari pemain inti dan cadangan giliran pssi naturalisasi wasit untuk mewakili indonesia di kancah sepak bola internasional saudara saudara,"['nanti', 'setelah', 'naturalisasi', 'genap', 'mulai', 'dari', 'pemain', 'inti', 'dan', 'cadangan', 'giliran', 'pssi', 'naturalisasi', 'wasit', 'untuk', 'mewakili', 'indonesia', 'di', 'kancah', 'sepak', 'bola', 'internasional', 'saudara', 'saudara']",3
1832587725620572320,Mon Sep 09 15:54:20 +0000 2024,0,@pray_thekid Klo emng lokal sebanding sih sedih! Tpi kenyataanya memang yg lokal blum bsa sbanding.. Dengan carut marutnya kegaduhan liga sepak bola kita.. Full naturalisasi sprti ini dan membawa nama indonesia sih jadi Bangga!,1833172093254639816,,pray_thekid,in,"Jogjakarta, Indonesia",0,0,0,https://x.com/heimetz/status/1833172093254639816,88419261,heimetz, Klo emng lokal sebanding sih sedih Tpi kenyataanya memang yg lokal blum bsa sbanding Dengan carut marutnya kegaduhan liga sepak bola kita Full naturalisasi sprti ini dan membawa nama indonesia sih jadi Bangga, klo emng lokal sebanding sih sedih tpi kenyataanya memang yg lokal blum bsa sbanding dengan carut marutnya kegaduhan liga sepak bola kita full naturalisasi sprti ini dan membawa nama indonesia sih jadi bangga,"['klo', 'emng', 'lokal', 'sebanding', 'sih', 'sedih', 'tpi', 'kenyataanya', 'memang', 'yg', 'lokal', 'blum', 'bsa', 'sbanding', 'dengan', 'carut', 'marutnya', 'kegaduhan', 'liga', 'sepak', 'bola', 'kita', 'full', 'naturalisasi', 'sprti', 'ini', 'dan', 'membawa', 'nama', 'indonesia', 'sih', 'jadi', 'bangga']",3
1833163117456658553,Mon Sep 09 15:18:40 +0000 2024,0,Berhubung pemain lokal masih suka menguasai bola sendirian mending pakai yg naturalisasi aja yg penting bawa nama Indonesia ,1833163117456658553,,,in,Earth,0,0,0,https://x.com/karakterkeenam/status/1833163117456658553,621956430,karakterkeenam,Berhubung pemain lokal masih suka menguasai bola sendirian mending pakai yg naturalisasi aja yg penting bawa nama Indonesia ,berhubung pemain lokal masih suka menguasai bola sendirian mending pakai yg naturalisasi aja yg penting bawa nama indonesia ,"['berhubung', 'pemain', 'lokal', 'masih', 'suka', 'menguasai', 'bola', 'sendirian', 'mending', 'pakai', 'yg', 'naturalisasi', 'aja', 'yg', 'penting', 'bawa', 'nama', 'indonesia']",3
1833148395634188448,Mon Sep 09 14:20:10 +0000 2024,0,Ada yang tau berapa nilai biaya yang dibutuhkan untuk proyek naturalisasi dan pembenahan prestasi sepakbola Indonesia? anak bola harusnya tau hehe,1833148395634188448,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/mecomuhammad/status/1833148395634188448,43863522,mecomuhammad,Ada yang tau berapa nilai biaya yang dibutuhkan untuk proyek naturalisasi dan pembenahan prestasi sepakbola Indonesia anak bola harusnya tau hehe,ada yang tau berapa nilai biaya yang dibutuhkan untuk proyek naturalisasi dan pembenahan prestasi sepakbola indonesia anak bola harusnya tau hehe,"['ada', 'yang', 'tau', 'berapa', 'nilai', 'biaya', 'yang', 'dibutuhkan', 'untuk', 'proyek', 'naturalisasi', 'dan', 'pembenahan', 'prestasi', 'sepakbola', 'indonesia', 'anak', 'bola', 'harusnya', 'tau', 'hehe']",2
1833124597681840608,Mon Sep 09 13:57:22 +0000 2024,21,@kurawa @jokowi @prabowo Wakakakak si pelacur medsos bahas bola lagi. Pembinaan Liga Indonesia gimana kabarnya cur?Sepakbola Indonesia ketolong oleh pemain naturalisasi yg notabene tak ada yg main di liga lokal (Indonesia). Ngejilat gak gini2 juga cur. Pelacur politik sok bahas bola ,1833142659768266936,,kurawa,in,,0,3,2,https://x.com/Amotsky/status/1833142659768266936,217651975,Amotsky,   Wakakakak si pelacur medsos bahas bola lagi Pembinaan Liga Indonesia gimana kabarnya curSepakbola Indonesia ketolong oleh pemain naturalisasi yg notabene tak ada yg main di liga lokal Indonesia Ngejilat gak gini juga cur Pelacur politik sok bahas bola ,   wakakakak si pelacur medsos bahas bola lagi pembinaan liga indonesia gimana kabarnya cursepakbola indonesia ketolong oleh pemain naturalisasi yg notabene tak ada yg main di liga lokal indonesia ngejilat gak gini juga cur pelacur politik sok bahas bola ,"['wakakakak', 'si', 'pelacur', 'medsos', 'bahas', 'bola', 'lagi', 'pembinaan', 'liga', 'indonesia', 'gimana', 'kabarnya', 'cursepakbola', 'indonesia', 'ketolong', 'oleh', 'pemain', 'naturalisasi', 'yg', 'notabene', 'tak', 'ada', 'yg', 'main', 'di', 'liga', 'lokal', 'indonesia', 'ngejilat', 'gak', 'gini', 'juga', 'cur', 'pelacur', 'politik', 'sok', 'bahas', 'bola']",2
1833131770482749715,Mon Sep 09 13:14:06 +0000 2024,1,Timnas Indonesia berpeluang menurunkan starting XI dengan 100 persen pemain naturalisasi. https://t.co/qmJceHqqnE #Update,1833131770482749715,,,in,,0,0,0,https://x.com/Bolanet/status/1833131770482749715,85537477,Bolanet,Timnas Indonesia berpeluang menurunkan starting XI dengan  persen pemain naturalisasi  Update,timnas indonesia berpeluang menurunkan starting xi dengan  persen pemain naturalisasi  update,"['timnas', 'indonesia', 'berpeluang', 'menurunkan', 'starting', 'xi', 'dengan', 'persen', 'pemain', 'naturalisasi', 'update']",3
1833126991601844224,Mon Sep 09 12:55:39 +0000 2024,2,Pengamat sepak bola Firzie Idris menilai perdebatan lineup skuad tidak perlu berlarut-larut karena merupakan praktik biasa di dalam sepak bola terlebih naturalisasi di tubuh Timnas Indonesia merupakan diaspora yang berdarah Indonesia dan memiliki kedekatan. https://t.co/NM7jxiJwlz,1833127127581069760,https://pbs.twimg.com/media/GXCTZGabIAAJ0UO.jpg,dw_indonesia,in,"Bonn, Jerman",0,3,0,https://x.com/dw_indonesia/status/1833127127581069760,150581612,dw_indonesia,Pengamat sepak bola Firzie Idris menilai perdebatan lineup skuad tidak perlu berlarutlarut karena merupakan praktik biasa di dalam sepak bola terlebih naturalisasi di tubuh Timnas Indonesia merupakan diaspora yang berdarah Indonesia dan memiliki kedekatan ,pengamat sepak bola firzie idris menilai perdebatan lineup skuad tidak perlu berlarutlarut karena merupakan praktik biasa di dalam sepak bola terlebih naturalisasi di tubuh timnas indonesia merupakan diaspora yang berdarah indonesia dan memiliki kedekatan ,"['pengamat', 'sepak', 'bola', 'firzie', 'idris', 'menilai', 'perdebatan', 'lineup', 'skuad', 'tidak', 'perlu', 'berlarutlarut', 'karena', 'merupakan', 'praktik', 'biasa', 'di', 'dalam', 'sepak', 'bola', 'terlebih', 'naturalisasi', 'di', 'tubuh', 'timnas', 'indonesia', 'merupakan', 'diaspora', 'yang', 'berdarah', 'indonesia', 'dan', 'memiliki', 'kedekatan']",2
